Abstract,Published year,OFC,PFC,DLPFC,mPFC,Frontal lobe,Temporal lobe,Amygdala,ACC,Hippocampus,Insula,Thalamus,BG,Striatum,Putamen,CAU
18821,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18822,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18823,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18824,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18825,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18826,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18827,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18828,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18829,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18830,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18831,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18832,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18833,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18834,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18835,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18836,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18837,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18838,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18839,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18840,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18841,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18842,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18843,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18844,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18845,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18846,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18847,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18848,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18849,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18850,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18851,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18852,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18853,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18854,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18855,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18856,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18857,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18858,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18859,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18860,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18861,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18862,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18863,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18864,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18865,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18866,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18868,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18869,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18870,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18871,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18872,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18873,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18874,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18875,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18876,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18877,2008,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18878,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18879,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18880,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18881,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18882,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18883,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18884,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18885,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18886,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18887,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18888,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18889,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18890,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18891,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18892,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18893,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18894,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18895,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18896,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18897,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18898,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18899,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18900,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18901,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18902,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18903,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18904,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18905,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18907,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18908,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18909,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18910,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18911,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18912,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18913,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18914,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18915,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18916,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18917,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18918,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18919,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18920,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18921,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18922,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18923,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18924,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18925,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18926,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18927,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18928,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18929,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18930,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18931,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18932,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18933,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18934,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18935,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18936,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18937,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18938,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18939,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18940,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18941,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18942,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18943,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18944,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18945,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18946,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18947,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18948,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18949,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18950,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18951,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18952,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18953,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18954,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18955,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18956,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18957,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18958,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18959,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18960,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18961,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18963,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18964,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18965,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18966,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18967,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18968,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18969,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18970,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18971,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18972,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18973,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18974,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18975,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18976,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18977,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18978,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18979,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18980,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18981,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18982,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18983,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18985,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18986,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18987,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18988,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18989,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18990,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18991,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18992,2008,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18993,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18994,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18995,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18996,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18997,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18998,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19001,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19002,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19003,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19004,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19005,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19006,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19007,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19008,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19009,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19010,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19011,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19012,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19013,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19014,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19015,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19016,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19017,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19018,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19019,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19020,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19021,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19022,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19023,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19024,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19025,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19026,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19027,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19028,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19029,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19030,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19031,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19032,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19033,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19034,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19035,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19036,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19037,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19038,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19039,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19040,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19041,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19042,2008,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19043,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19044,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19045,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19046,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19047,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19048,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19049,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19050,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19051,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19052,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19053,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19054,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19055,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19056,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19057,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19058,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19059,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19060,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19061,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19062,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19063,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19064,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19065,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19066,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19067,2008,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
19068,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19069,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19070,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19071,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19072,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19073,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19074,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19075,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19076,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19077,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19078,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19079,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19080,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19081,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19082,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19083,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19084,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19085,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19086,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19087,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19088,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19089,2008,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
19090,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19091,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19092,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19093,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19094,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19095,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19096,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19097,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19098,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19099,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19100,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19101,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19102,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19103,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19104,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19105,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19106,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19108,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19109,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19110,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19111,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19112,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19113,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19114,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19115,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19116,2008,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19117,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19118,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19119,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19120,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19121,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19122,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19123,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19124,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19125,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19126,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19127,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19128,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19129,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19130,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19131,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19132,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19133,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19134,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19135,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19136,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19137,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19138,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19139,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19140,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19141,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19142,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19143,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19144,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19145,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19146,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19147,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19148,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19149,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19150,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19151,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19152,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19154,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19155,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19156,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19157,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19158,2008,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
19159,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19160,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19161,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19162,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19163,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19164,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19165,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19166,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19167,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19168,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19169,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19170,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19171,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19172,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19173,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19174,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19175,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19176,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19177,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19178,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19179,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19180,2008,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
19181,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19182,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19183,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19184,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19185,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19186,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19187,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19188,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19189,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19190,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19191,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19192,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19193,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19194,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19195,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19196,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19197,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19198,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19199,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19200,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19201,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19202,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19203,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19204,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19205,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19206,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
